ID,cluster1,cluster2,cluster3,cluster4,waterbody,Lat,Long,Sample_Origin
BH-91011,0.913,0.022,0.031,0.034,Sehrowbach,,,BODDENHECHT
BH-91016,0.954,0.014,0.015,0.018,Sehrowbach,,,BODDENHECHT
BH-91019,0.061,0.016,0.401,0.522,Sehrowbach,,,BODDENHECHT
BH-91024,0.947,0.017,0.017,0.019,Sehrowbach,,,BODDENHECHT
BH-91026,0.925,0.058,0.009,0.009,Sehrowbach,,,BODDENHECHT
BH-91027,0.775,0.043,0.091,0.091,Sehrowbach,,,BODDENHECHT
BH-91028,0.918,0.063,0.009,0.011,Sehrowbach,,,BODDENHECHT
BH-91029,0.964,0.022,0.008,0.006,Sehrowbach,,,BODDENHECHT
BH-91029,0.964,0.022,0.008,0.006,Sehrowbach,,,BODDENHECHT
BH-91030,0.097,0.891,0.007,0.006,Sehrowbach,,,BODDENHECHT
BH-91030,0.097,0.891,0.007,0.006,Sehrowbach,,,BODDENHECHT
BH-91048,0.515,0.06,0.142,0.283,Sehrowbach,,,BODDENHECHT
BH-91054,0.769,0.017,0.113,0.101,Sehrowbach,,,BODDENHECHT
BH-91055,0.011,0.027,0.929,0.033,Sehrowbach,,,BODDENHECHT
BH-91056,0.955,0.013,0.014,0.017,Sehrowbach,,,BODDENHECHT
BH-91057,0.017,0.009,0.342,0.631,Sehrowbach,,,BODDENHECHT
BH-91058,0.608,0.143,0.124,0.125,Sehrowbach,,,BODDENHECHT
BH-91059,0.914,0.073,0.008,0.005,Sehrowbach,,,BODDENHECHT
BH-91064,0.905,0.017,0.037,0.042,Sehrowbach,,,BODDENHECHT
BH-91065,0.958,0.01,0.017,0.015,Sehrowbach,,,BODDENHECHT
BH-91067,0.941,0.03,0.014,0.015,Sehrowbach,,,BODDENHECHT
BH-91072,0.02,0.013,0.109,0.858,Sehrowbach,,,BODDENHECHT
BH-91075,0.92,0.044,0.015,0.02,Sehrowbach,,,BODDENHECHT
BH-91080,0.014,0.483,0.301,0.202,Sehrowbach,,,BODDENHECHT
BH-91087,0.877,0.073,0.02,0.03,Sehrowbach,,,BODDENHECHT
BH-91099,0.734,0.029,0.086,0.151,Sehrowbach,,,BODDENHECHT
BH-91130,0.98,0.009,0.006,0.005,Sehrowbach,,,BODDENHECHT
BH-91131,0.952,0.012,0.017,0.019,Sehrowbach,,,BODDENHECHT
BH-91132,0.91,0.079,0.005,0.005,Sehrowbach,,,BODDENHECHT
BH-91133,0.914,0.013,0.035,0.038,Sehrowbach,,,BODDENHECHT
BH-91139,0.009,0.018,0.819,0.154,Sehrowbach,,,BODDENHECHT
BH-91139,0.009,0.018,0.819,0.154,KB,,,BODDENHECHT
BH-91140,0.671,0.309,0.012,0.007,Sehrowbach,,,BODDENHECHT
BH-91156,0.93,0.047,0.01,0.014,Sehrowbach,,,BODDENHECHT
BH-91168,0.005,0.005,0.066,0.925,Sehrowbach,,,BODDENHECHT
BH-91171,0.012,0.008,0.273,0.706,Sehrowbach,,,BODDENHECHT
BH-91177,0.597,0.379,0.01,0.013,Sehrowbach,,,BODDENHECHT
BH-91179,0.851,0.136,0.008,0.005,Sehrowbach,,,BODDENHECHT
BH-91180,0.919,0.01,0.034,0.037,Sehrowbach,,,BODDENHECHT
BH-91181,0.948,0.018,0.015,0.018,Sehrowbach,,,BODDENHECHT
BH-91186,0.438,0.037,0.173,0.352,Sehrowbach,,,BODDENHECHT
BH-91189,0.763,0.133,0.066,0.039,Sehrowbach,,,BODDENHECHT
BH-91190,0.887,0.06,0.022,0.03,Sehrowbach,,,BODDENHECHT
BH-91191,0.903,0.086,0.006,0.005,Sehrowbach,,,BODDENHECHT
BH-91192,0.013,0.007,0.156,0.824,Sehrowbach,,,BODDENHECHT
BH-91192,0.013,0.007,0.156,0.824,KB,,,BODDENHECHT
BH-91194,0.946,0.029,0.012,0.012,Sehrowbach,,,BODDENHECHT
BH-91194,0.946,0.029,0.012,0.012,BAT,54.4383,12.9994,BODDENHECHT
BH-91196,0.119,0.117,0.252,0.512,Sehrowbach,,,BODDENHECHT
BH-91198,0.898,0.092,0.005,0.005,Sehrowbach,,,BODDENHECHT
BH-91199,0.968,0.015,0.009,0.009,Sehrowbach,,,BODDENHECHT
BH-91201,0.946,0.026,0.013,0.015,Sehrowbach,,,BODDENHECHT
BH-91202,0.108,0.88,0.006,0.006,Sehrowbach,,,BODDENHECHT
BH-91203,0.379,0.117,0.156,0.348,Sehrowbach,,,BODDENHECHT
BH-91211,0.32,0.132,0.2,0.347,Sehrowbach,,,BODDENHECHT
BH-91214,0.844,0.113,0.022,0.021,Sehrowbach,54.3821,13.26723,BODDENHECHT
BH-91226,0.967,0.022,0.005,0.006,Sehrowbach,,,BODDENHECHT
BH-91232,0.947,0.016,0.016,0.02,Sehrowbach,,,BODDENHECHT
BH-91253,0.219,0.417,0.127,0.237,Sehrowbach,,,BODDENHECHT
BH-91278,0.007,0.005,0.07,0.917,Sehrowbach,,,BODDENHECHT
BH-91288,0.602,0.045,0.173,0.181,Sehrowbach,,,BODDENHECHT
BH-91312,0.932,0.01,0.029,0.03,Sehrowbach,,,BODDENHECHT
BH-91397,0.848,0.017,0.064,0.07,Sehrowbach,54.3821,13.26723,BODDENHECHT
BH-91446,0.954,0.021,0.012,0.013,Sehrowbach,54.3821,13.26723,BODDENHECHT
BH-91448,0.962,0.019,0.009,0.01,Sehrowbach,54.3821,13.26723,BODDENHECHT
BH-91534,0.945,0.027,0.012,0.016,Sehrowbach,54.38185,13.26734,BODDENHECHT
BH-91547,0.506,0.407,0.057,0.03,Sehrowbach,54.3821,13.26723,BODDENHECHT
BH-91552,0.722,0.254,0.015,0.009,Sehrowbach,54.3821,13.26723,BODDENHECHT
BH-91557,0.86,0.125,0.008,0.008,Sehrowbach,54.3821,13.26723,BODDENHECHT
BH-91560,0.955,0.03,0.007,0.008,Sehrowbach,54.3821,13.26723,BODDENHECHT
BH-91568,0.561,0.428,0.006,0.005,Sehrowbach,54.3821,13.26723,BODDENHECHT
BH-91570,0.183,0.805,0.006,0.006,Sehrowbach,54.38185,13.26734,BODDENHECHT
BH-91572,0.977,0.014,0.004,0.004,Sehrowbach,54.38185,13.26734,BODDENHECHT
BH-91577,0.676,0.03,0.115,0.179,Sehrowbach,54.3821,13.26723,BODDENHECHT
BH-91579,0.481,0.474,0.03,0.015,Sehrowbach,54.3821,13.26723,BODDENHECHT
BH-91580,0.068,0.037,0.175,0.721,Sehrowbach,54.3821,13.26723,BODDENHECHT
BH-91582,0.888,0.011,0.043,0.058,Sehrowbach,54.3821,13.26723,BODDENHECHT
BH-91584,0.582,0.078,0.116,0.223,Sehrowbach,54.3821,13.26723,BODDENHECHT
BH-91587,0.944,0.026,0.016,0.014,Sehrowbach,54.3821,13.26723,BODDENHECHT
BH-91587,0.944,0.026,0.016,0.014,Sehrowbach,54.38204,13.26726,BODDENHECHT
BH-91589,0.897,0.054,0.029,0.02,Sehrowbach,54.3821,13.26723,BODDENHECHT
BH-92991,0.978,0.012,0.005,0.005,Sehrowbach,54.38207,13.2674,BODDENHECHT
BH-92993,0.931,0.011,0.04,0.018,Sehrowbach,54.38204,13.26726,BODDENHECHT
BH-92994,0.957,0.015,0.015,0.014,Sehrowbach,54.38207,13.2674,BODDENHECHT
BH-92995,0.943,0.02,0.016,0.021,Sehrowbach,54.38207,13.2674,BODDENHECHT
BH-92996,0.933,0.056,0.007,0.004,Sehrowbach,54.38204,13.26726,BODDENHECHT
BH-92998,0.66,0.222,0.084,0.034,Sehrowbach,54.38204,13.26726,BODDENHECHT
BH-93002,0.36,0.458,0.121,0.061,Sehrowbach,54.38207,13.2674,BODDENHECHT
BH-93003,0.025,0.955,0.01,0.009,Barthe,54.36602,12.68762,BODDENHECHT
BH-93005,0.08,0.082,0.691,0.147,Sehrowbach,54.38204,13.26726,BODDENHECHT
BH-93006,0.959,0.024,0.009,0.008,Sehrowbach,54.38204,13.26726,BODDENHECHT
BH-93015,0.83,0.161,0.005,0.005,Sehrowbach,54.38204,13.26726,BODDENHECHT
BH-93034,0.93,0.02,0.023,0.026,Sehrowbach,54.38207,13.2674,BODDENHECHT
BH-93056,0.958,0.014,0.014,0.015,Sehrowbach,54.38204,13.26726,BODDENHECHT
BH-93088,0.923,0.025,0.026,0.027,Sehrowbach,54.38204,13.26726,BODDENHECHT
BH-93107,0.079,0.714,0.172,0.034,Sehrowbach,54.38204,13.26726,BODDENHECHT
BH-93111,0.531,0.442,0.016,0.011,Sehrowbach,54.38204,13.26726,BODDENHECHT
BH-93121,0.814,0.016,0.064,0.106,Sehrowbach,54.38204,13.26726,BODDENHECHT
BH-93134,0.007,0.006,0.086,0.901,Sehrowbach,54.38207,13.2674,BODDENHECHT
BH-93135,0.308,0.066,0.189,0.437,Sehrowbach,54.38207,13.2674,BODDENHECHT
BH-93143,0.952,0.035,0.006,0.007,Sehrowbach,54.38204,13.26726,BODDENHECHT
BH-93144,0.86,0.007,0.055,0.078,Sehrowbach,54.38207,13.2674,BODDENHECHT
BH-93149,0.9,0.066,0.015,0.018,Sehrowbach,54.38207,13.2674,BODDENHECHT
BH-93149,0.9,0.066,0.015,0.018,Sehrowbach,54.38204,13.26726,BODDENHECHT
BH-93152,0.882,0.106,0.007,0.006,Sehrowbach,54.38204,13.26726,BODDENHECHT
BH-93156,0.93,0.051,0.01,0.009,Sehrowbach,54.38207,13.2674,BODDENHECHT
BH-93157,0.971,0.016,0.007,0.006,Sehrowbach,54.38204,13.26726,BODDENHECHT
BH-93157,0.971,0.016,0.007,0.006,KB,54.3789,13.2137,BODDENHECHT
BH-93158,0.376,0.297,0.201,0.125,Sehrowbach,54.38207,13.2674,BODDENHECHT
BH-93159,0.027,0.03,0.802,0.141,Sehrowbach,54.38207,13.2674,BODDENHECHT
BH-93160,0.892,0.091,0.01,0.007,Sehrowbach,54.38207,13.2674,BODDENHECHT
BH-93162,0.921,0.018,0.027,0.035,Sehrowbach,54.38204,13.26726,BODDENHECHT
BH-93163,0.943,0.04,0.009,0.009,Sehrowbach,54.38204,13.26726,BODDENHECHT
BH-93164,0.393,0.064,0.211,0.331,Sehrowbach,54.38204,13.26726,BODDENHECHT
BH-93165,0.952,0.008,0.022,0.019,Sehrowbach,54.38207,13.2674,BODDENHECHT
BH-93166,0.961,0.023,0.007,0.009,Sehrowbach,54.38207,13.2674,BODDENHECHT
BH-93167,0.259,0.336,0.242,0.162,Sehrowbach,54.38204,13.26726,BODDENHECHT
BH-93168,0.943,0.04,0.008,0.009,Sehrowbach,54.38207,13.2674,BODDENHECHT
BH-93170,0.017,0.018,0.087,0.877,Sehrowbach,54.38204,13.26726,BODDENHECHT
BH-93171,0.575,0.356,0.037,0.032,Sehrowbach,54.38207,13.2674,BODDENHECHT
BH-93172,0.95,0.037,0.006,0.007,Sehrowbach,54.38204,13.26726,BODDENHECHT
BH-93173,0.196,0.141,0.196,0.467,Sehrowbach,54.38204,13.26726,BODDENHECHT
BH-93174,0.507,0.069,0.2,0.225,Sehrowbach,54.38204,13.26726,BODDENHECHT
BH-93175,0.719,0.044,0.081,0.156,Sehrowbach,54.38207,13.2674,BODDENHECHT
BH-93175,0.719,0.044,0.081,0.156,Sehrowbach,54.38204,13.26726,BODDENHECHT
BH-93176,0.919,0.036,0.019,0.026,Sehrowbach,54.38207,13.2674,BODDENHECHT
BH-93177,0.014,0.011,0.194,0.781,Sehrowbach,54.38207,13.2674,BODDENHECHT
BH-93179,0.923,0.022,0.026,0.028,Sehrowbach,54.38207,13.2674,BODDENHECHT
BH-93180,0.642,0.351,0.004,0.003,Sehrowbach,54.38207,13.2674,BODDENHECHT
BH-93181,0.86,0.123,0.009,0.008,Sehrowbach,54.38204,13.26726,BODDENHECHT
BH-93182,0.525,0.018,0.133,0.324,Sehrowbach,54.38204,13.26726,BODDENHECHT
BH-93183,0.804,0.186,0.006,0.005,Sehrowbach,54.38207,13.2674,BODDENHECHT
BH-93184,0.843,0.015,0.051,0.091,Sehrowbach,54.38207,13.2674,BODDENHECHT
BH-93185,0.539,0.049,0.142,0.27,Sehrowbach,54.38204,13.26726,BODDENHECHT
BH-93186,0.95,0.014,0.023,0.013,Sehrowbach,54.38204,13.26726,BODDENHECHT
BH-93187,0.132,0.042,0.216,0.61,Sehrowbach,54.38204,13.26726,BODDENHECHT
BH-93188,0.957,0.017,0.016,0.01,Sehrowbach,54.38204,13.26726,BODDENHECHT
BH-93190,0.877,0.018,0.06,0.044,Sehrowbach,54.38204,13.26726,BODDENHECHT
BH-93191,0.957,0.011,0.018,0.014,Sehrowbach,54.38204,13.26726,BODDENHECHT
BH-93191,0.957,0.011,0.018,0.014,KB,54.391,13.223,BODDENHECHT
BH-93193,0.548,0.021,0.22,0.212,Sehrowbach,54.38204,13.26726,BODDENHECHT
BH-93195,0.341,0.144,0.414,0.101,Sehrowbach,54.38207,13.2674,BODDENHECHT
BH-93196,0.929,0.013,0.026,0.032,Sehrowbach,54.38204,13.26726,BODDENHECHT
BH-00042,0.645,0.145,0.138,0.071,WB,,,BODDENHECHT
BH-00114,0.005,0.007,0.085,0.902,WB,,,BODDENHECHT
BH-00185,0.005,0.003,0.261,0.732,WB,,,BODDENHECHT
BH-00186,0.038,0.017,0.154,0.791,WB,,,BODDENHECHT
BH-00353,0.948,0.032,0.009,0.011,Ryck,,,BODDENHECHT
BH-00681,0.008,0.008,0.094,0.891,WB,,,BODDENHECHT
BH-00685,0.007,0.005,0.845,0.144,WB,,,BODDENHECHT
BH-00687,0.008,0.017,0.933,0.042,WB,,,BODDENHECHT
BH-00689,0.005,0.006,0.926,0.064,WB,,,BODDENHECHT
BH-00696,0.005,0.004,0.277,0.715,WB,,,BODDENHECHT
BH-00831,0.004,0.004,0.137,0.854,WB,,,BODDENHECHT
BH-00832,0.074,0.11,0.761,0.056,WB,,,BODDENHECHT
BH-00833,0.003,0.003,0.172,0.822,WB,,,BODDENHECHT
BH-00834,0.007,0.004,0.086,0.903,WB,,,BODDENHECHT
BH-00835,0.006,0.007,0.951,0.037,WB,,,BODDENHECHT
BH-00836,0.113,0.142,0.703,0.041,WB,,,BODDENHECHT
BH-00837,0.007,0.032,0.919,0.042,WB,,,BODDENHECHT
BH-00838,0.008,0.008,0.952,0.032,WB,,,BODDENHECHT
BH-00839,0.016,0.007,0.3,0.677,WB,,,BODDENHECHT
BH-00841,0.005,0.004,0.128,0.863,WB,,,BODDENHECHT
BH-00842,0.004,0.004,0.073,0.919,WB,,,BODDENHECHT
BH-00845,0.02,0.018,0.276,0.685,WB,,,BODDENHECHT
BH-00846,0.028,0.015,0.359,0.598,WB,,,BODDENHECHT
BH-00847,0.007,0.004,0.179,0.81,WB,,,BODDENHECHT
BH-00849,0.007,0.005,0.115,0.873,WB,,,BODDENHECHT
BH-01167,0.008,0.005,0.094,0.893,WB,54.64142,13.26717,BODDENHECHT
BH-01168,0.008,0.008,0.942,0.042,WB,54.64013,13.26592,BODDENHECHT
BH-01169,0.009,0.018,0.097,0.875,WB,54.64013,13.26592,BODDENHECHT
BH-01170,0.006,0.006,0.863,0.125,WB,54.64013,13.26592,BODDENHECHT
BH-01171,0.014,0.014,0.085,0.887,WB,54.64085,13.2651,BODDENHECHT
BH-01172,0.066,0.015,0.471,0.448,WB,54.6417,13.26498,BODDENHECHT
BH-01172,0.066,0.015,0.471,0.448,WB,54.64625,13.2819,BODDENHECHT
BH-01173,0.009,0.008,0.123,0.86,WB,54.6407,13.26617,BODDENHECHT
BH-01174,0.038,0.019,0.275,0.668,WB,54.64122,13.26615,BODDENHECHT
BH-01175,0.004,0.004,0.926,0.067,WB,54.64043,13.26713,BODDENHECHT
BH-01175,0.004,0.004,0.926,0.067,WB,54.643,13.2749,BODDENHECHT
BH-01176,0.051,0.02,0.224,0.705,WB,54.64073,13.26723,BODDENHECHT
BH-01177,0.007,0.005,0.181,0.806,WB,54.64138,13.2674,BODDENHECHT
BH-01178,0.022,0.01,0.493,0.475,WB,54.64095,13.26393,BODDENHECHT
BH-01178,0.022,0.01,0.493,0.475,WB,54.6395,13.279,BODDENHECHT
BH-01179,0.005,0.004,0.168,0.823,WB,54.63828,13.26882,BODDENHECHT
BH-01180,0.005,0.006,0.932,0.057,WB,54.64073,13.26882,BODDENHECHT
BH-01181,0.009,0.006,0.134,0.852,WB,54.64055,13.26653,BODDENHECHT
BH-01182,0.012,0.006,0.23,0.752,WB,54.63668,13.26928,BODDENHECHT
BH-01183,0.006,0.003,0.273,0.718,WB,54.63717,13.27187,BODDENHECHT
BH-01184,0.011,0.02,0.108,0.862,WB,54.63717,13.2729,BODDENHECHT
BH-01185,0.084,0.058,0.425,0.433,WB,54.63642,13.27368,BODDENHECHT
BH-01185,0.084,0.058,0.425,0.433,WB,,,BODDENHECHT
BH-01185,0.084,0.058,0.425,0.433,WB,,,BODDENHECHT
BH-01194,0.007,0.005,0.158,0.831,WB,54.63783,13.26895,BODDENHECHT
BH-01195,0.013,0.009,0.076,0.903,WB,54.64042,13.26702,BODDENHECHT
BH-01196,0.009,0.022,0.843,0.125,WB,54.6404,13.26602,BODDENHECHT
BH-01197,0.005,0.004,0.238,0.754,WB,54.64018,13.26713,BODDENHECHT
BH-01585,0.016,0.008,0.237,0.74,WB,,,BODDENHECHT
BH-01594,0.006,0.008,0.942,0.044,WB,,,BODDENHECHT
BH-01595,0.01,0.012,0.168,0.81,WB,,,BODDENHECHT
BH-01699,0.418,0.293,0.152,0.137,WB,,,BODDENHECHT
BH-01700,0.017,0.008,0.162,0.813,WB,,,BODDENHECHT
BH-01700,0.017,0.008,0.162,0.813,WB,54.606,13.251,BODDENHECHT
BH-50040,0.009,0.008,0.071,0.912,WB,,,BODDENHECHT
BH-50041,0.045,0.038,0.391,0.526,WB,,,BODDENHECHT
BH-50042,0.011,0.021,0.872,0.096,WB,,,BODDENHECHT
BH-50043,0.325,0.027,0.457,0.19,WB,,,BODDENHECHT
BH-50046,0.009,0.009,0.908,0.073,WB,,,BODDENHECHT
BH-50047,0.012,0.011,0.281,0.696,WB,,,BODDENHECHT
BH-50048,0.015,0.016,0.934,0.035,WB,,,BODDENHECHT
BH-50058,0.057,0.035,0.82,0.089,WB,,,BODDENHECHT
BH-50060,0.016,0.023,0.905,0.056,WB,,,BODDENHECHT
BH-50061,0.007,0.005,0.068,0.92,WB,,,BODDENHECHT
BH-50062,0.007,0.007,0.202,0.785,WB,,,BODDENHECHT
BH-50063,0.004,0.003,0.251,0.742,WB,,,BODDENHECHT
BH-50115,0.008,0.008,0.948,0.037,WB,,,BODDENHECHT
BH-50116,0.006,0.01,0.95,0.034,WB,,,BODDENHECHT
BH-50117,0.028,0.049,0.683,0.24,WB,,,BODDENHECHT
BH-50118,0.506,0.064,0.123,0.307,WB,,,BODDENHECHT
BH-50119,0.007,0.005,0.205,0.784,WB,,,BODDENHECHT
BH-50120,0.009,0.016,0.695,0.281,WB,,,BODDENHECHT
BH-50120,0.009,0.016,0.695,0.281,WB,54.55235,13.16427,BODDENHECHT
BH-50123,0.019,0.015,0.509,0.456,WB,,,BODDENHECHT
BH-50123,0.019,0.015,0.509,0.456,BEG,54.52448,13.35077,BODDENHECHT
BH-50124,0.009,0.007,0.133,0.85,WB,,,BODDENHECHT
BH-50125,0.012,0.009,0.124,0.855,WB,,,BODDENHECHT
BH-50126,0.008,0.006,0.226,0.76,WB,,,BODDENHECHT
BH-50127,0.009,0.007,0.191,0.794,WB,,,BODDENHECHT
BH-50128,0.279,0.141,0.448,0.132,WB,,,BODDENHECHT
BH-50128,0.279,0.141,0.448,0.132,VB,54.5526,13.1607,BODDENHECHT
BH-50182,0.008,0.008,0.135,0.85,WB,,,BODDENHECHT
BH-50183,0.051,0.027,0.388,0.534,WB,,,BODDENHECHT
BH-50196,0.025,0.029,0.856,0.09,WB,,,BODDENHECHT
BH-50196,0.025,0.029,0.856,0.09,WB,54.6432,13.2641,BODDENHECHT
BH-50197,0.038,0.025,0.424,0.513,WB,,,BODDENHECHT
BH-50198,0.087,0.022,0.858,0.033,WB,,,BODDENHECHT
BH-50198,0.087,0.022,0.858,0.033,WB,54.56062,13.23975,BODDENHECHT
BH-50199,0.013,0.007,0.084,0.897,WB,,,BODDENHECHT
BH-50200,0.013,0.007,0.201,0.78,WB,,,BODDENHECHT
BH-50202,0.006,0.004,0.188,0.802,WB,,,BODDENHECHT
BH-50208,0.007,0.005,0.148,0.839,WB,,,BODDENHECHT
BH-50209,0.019,0.005,0.728,0.248,WB,,,BODDENHECHT
BH-50210,0.009,0.004,0.114,0.872,WB,,,BODDENHECHT
BH-50427,0.025,0.01,0.625,0.34,WB,,,BODDENHECHT
BH-50495,0.005,0.003,0.335,0.658,WB,,,BODDENHECHT
BH-50740,0.009,0.015,0.919,0.057,WB,,,BODDENHECHT
BH-50868,0.007,0.01,0.781,0.202,WB,,,BODDENHECHT
BH-50869,0.889,0.099,0.006,0.006,WB,,,BODDENHECHT
BH-50869,0.889,0.099,0.006,0.006,BEZ,54.5282363891602,13.2930097309873,BODDENHECHT
BH-50870,0.013,0.011,0.12,0.856,WB,,,BODDENHECHT
BH-50871,0.007,0.005,0.211,0.777,WB,,,BODDENHECHT
BH-50916,0.014,0.021,0.116,0.849,WB,,,BODDENHECHT
BH-50917,0.031,0.017,0.277,0.676,WB,,,BODDENHECHT
BH-50918,0.007,0.005,0.206,0.781,WB,,,BODDENHECHT
BH-50919,0.009,0.057,0.788,0.146,WB,,,BODDENHECHT
BH-50919,0.009,0.057,0.788,0.146,GJB,,,BODDENHECHT
BH-90240,0.022,0.008,0.391,0.579,WB,,,BODDENHECHT
BH-90402,0.009,0.007,0.209,0.775,VB,,,BODDENHECHT
BH-90417,0.863,0.119,0.008,0.01,Beek,54.29683,13.40562,BODDENHECHT
BH-90419,0.452,0.152,0.188,0.208,Duwenbeek,,,BODDENHECHT
BH-90429,0.017,0.055,0.826,0.102,Duwenbeek,,,BODDENHECHT
BH-90435,0.21,0.05,0.233,0.507,Duwenbeek,,,BODDENHECHT
BH-90438,0.33,0.113,0.129,0.429,Duwenbeek,,,BODDENHECHT
BH-90440,0.208,0.78,0.006,0.005,Duwenbeek,,,BODDENHECHT
BH-90459,0.947,0.031,0.012,0.011,Beek,54.29683,13.40562,BODDENHECHT
BH-90552,0.409,0.034,0.288,0.269,Duwenbeek,,,BODDENHECHT
BH-90554,0.394,0.035,0.341,0.23,Duwenbeek,,,BODDENHECHT
BH-90562,0.124,0.067,0.713,0.096,Duwenbeek,,,BODDENHECHT
BH-90562,0.124,0.067,0.713,0.096,SB,54.4824,13.2423,BODDENHECHT
BH-90566,0.558,0.083,0.18,0.179,Duwenbeek,,,BODDENHECHT
BH-90569,0.65,0.061,0.094,0.195,Duwenbeek,,,BODDENHECHT
BH-90570,0.713,0.085,0.173,0.029,Duwenbeek,,,BODDENHECHT
BH-90572,0.127,0.162,0.635,0.077,Duwenbeek,,,BODDENHECHT
BH-90572,0.127,0.162,0.635,0.077,SB,54.4772,13.2618,BODDENHECHT
BH-90580,0.701,0.031,0.098,0.17,Duwenbeek,,,BODDENHECHT
Elu-3210,0.841,0.077,0.03,0.051,Gulf of Finnland,,,Eschbach_Samples
BH-90761,0.942,0.048,0.005,0.005,Ziese,,,BODDENHECHT
BH-90834,0.095,0.868,0.022,0.015,Ziese,,,BODDENHECHT
BH-90874,0.759,0.224,0.008,0.009,Ziese,,,BODDENHECHT
BH-90906,0.948,0.033,0.01,0.01,Ziese,,,BODDENHECHT
BH-91053,0.901,0.072,0.016,0.011,Ziese,,,BODDENHECHT
BH-91068,0.945,0.022,0.017,0.016,Ziese,,,BODDENHECHT
BH-91118,0.721,0.253,0.012,0.013,Ziese,,,BODDENHECHT
BH-91152,0.977,0.017,0.004,0.003,Ziese,,,BODDENHECHT
BH-91153,0.92,0.056,0.012,0.012,Ziese,,,BODDENHECHT
BH-91157,0.868,0.112,0.009,0.011,Ziese,,,BODDENHECHT
BH-91164,0.634,0.345,0.011,0.01,Ziese,,,BODDENHECHT
BH-91169,0.196,0.774,0.017,0.012,Ziese,,,BODDENHECHT
BH-91182,0.17,0.82,0.005,0.005,Ziese,,,BODDENHECHT
