fish_ID,age,capt,area,d18O,res,Sr,Na,Mg,Ba,Mn,year,dist
BH-00356,7,Peene,Freshwater,-8.7952815,-0.871455262069756,0.00134666666666667,0.00771555555555556,0.000103411111111111,2.60777777777778e-05,0.000158111111111111,1,36.23534186
BH-00356,7,Peene,Freshwater,-8.64562281428571,-0.680739598112226,0.00140292929292929,0.00727222222222222,0.000102527272727273,2.57515151515151e-05,0.000134919191919192,1,72.47068373
BH-00356,7,Peene,Freshwater,-8.59019367142857,-0.576676800719881,0.00143979797979798,0.00727464646464647,8.26050505050505e-05,2.67272727272727e-05,0.000162030303030303,1,129.5569373
BH-00356,7,Peene,Freshwater,-8.49873558571428,-0.433015424154888,0.00131686868686869,0.00654010101010101,8.56232323232323e-05,2.37050505050505e-05,0.000114730303030303,1,291.3022485
BH-00356,7,Peene,Freshwater,-8.25623308571429,-0.14784538514799,0.00127535353535354,0.00622181818181818,6.68757575757576e-05,2.01828282828283e-05,0.000128232323232323,1,327.5362575
BH-00356,7,Peene,Freshwater,-7.99433038571429,0.141746638756942,0.00120919191919192,0.00616838383838384,6.76282828282828e-05,1.28366666666667e-05,9.85616161616162e-05,1,364.2471688
BH-00356,7,Peene,Freshwater,-7.7379706,0.409745586274125,0.00105580808080808,0.00651767676767677,6.96191919191919e-05,1.06765656565657e-05,8.4030303030303e-05,1,400.4809608
BH-00356,7,Peene,Freshwater,-7.37352398571429,0.784592198671357,0.000875444444444445,0.00641545454545455,6.77717171717172e-05,8.8789898989899e-06,7.95e-05,1,436.71501
BH-00356,7,Peene,Freshwater,-7.38183835714286,0.779477826661715,0.000844747474747475,0.00689343434343434,6.31404040404041e-05,9.3810101010101e-06,9.07989898989899e-05,1,473.4258126
BH-00356,7,Peene,Freshwater,-7.49408237142857,0.661888158781234,0.000840646464646465,0.00682050505050505,5.78919191919192e-05,8.64474747474747e-06,7.77868686868687e-05,1,509.6596904
BH-00356,7,Peene,Freshwater,-7.52595412857143,0.626071847899202,0.000827161616161616,0.00664242424242424,4.74636363636364e-05,6.51949494949495e-06,7.43272727272727e-05,1,546.3707532
BH-00356,7,Peene,Freshwater,-7.57445462857143,0.585471016431739,0.000957555555555556,0.00668444444444445,5.51666666666667e-05,6.93888888888889e-06,7.75333333333333e-05,1,582.6044971
BH-00356,7,Peene,Freshwater,-7.70332738571429,0.472591215680733,0.00107560606060606,0.00667555555555556,4.43232323232323e-05,7.39515151515152e-06,7.97363636363636e-05,1,618.838428
BH-00356,7,Peene,Freshwater,-7.85298607142857,0.33714594872764,0.000936444444444444,0.00705868686868687,4.19e-05,8.82353535353535e-06,9.57828282828283e-05,1,655.5493879
BH-00356,7,Peene,Freshwater,-8.23821861428571,-0.0341336813716116,0.000838717171717172,0.00676131313131313,5.8749494949495e-05,8.93383838383838e-06,9.83e-05,2,691.783203
BH-00356,7,Peene,Freshwater,-8.39480594285714,-0.181151814760969,0.00090610101010101,0.00692070707070707,7.15121212121212e-05,1.02516161616162e-05,0.000116366666666667,2,728.4943377
BH-00356,7,Peene,Freshwater,-8.31304795714286,-0.0833146240456314,0.000885919191919192,0.00708929292929293,6.84777777777778e-05,8.70767676767677e-06,0.000133383838383838,2,764.7280562
BH-00356,7,Peene,Freshwater,-8.18833238571429,0.0489468206001826,0.00073649494949495,0.00733313131313131,6.44242424242424e-05,8.91545454545454e-06,0.000135050505050505,2,800.0831207
BH-00356,7,Peene,Freshwater,-8.14814625714286,0.08037431489846,0.000774,0.00672020202020202,6.10616161616162e-05,8.47545454545455e-06,0.000133343434343434,3,835.9162637
BH-00356,7,Peene,Freshwater,-8.04005942857143,0.18968006514074,0.000912474747474747,0.00656666666666667,7.80292929292929e-05,9.82151515151515e-06,0.000144636363636364,3,871.2714847
BH-00356,7,Peene,Freshwater,-7.88901501428571,0.355917435963574,0.00077630303030303,0.00504151515151515,7.39e-05,7.52858585858586e-06,0.000136989898989899,3,907.1058373
BH-00356,7,Peene,Freshwater,-7.59801201428571,0.627936060973004,0.000728888888888889,0.00537686868686869,7.29818181818182e-05,6.94373737373737e-06,0.000150121212121212,3,942.4611398
BH-00356,7,Peene,Freshwater,-7.32779494285714,0.878774478054658,0.000721555555555556,0.00663,7.09222222222222e-05,7.11111111111111e-06,0.000157555555555556,3,977.8164449
BH-00356,7,Peene,Freshwater,-7.17952198571429,1.01028352184995,0.000799313131313132,0.00708373737373737,7.26181818181818e-05,9.10070707070707e-06,0.000141919191919192,3,1013.651814
BH-00356,7,Peene,Freshwater,-7.19337927142857,0.981747250902355,0.000837020202020202,0.00709181818181818,5.91505050505051e-05,7.08060606060606e-06,0.000117163636363636,3,1049.00715
BH-00356,7,Peene,Freshwater,-7.18922208571429,0.977043712153006,0.000760010101010101,0.00683565656565657,6.47616161616162e-05,6.44131313131313e-06,0.000100782828282828,3,1084.843307
BH-00356,7,Peene,Freshwater,-7.1850649,0.964905191255388,0.00073810101010101,0.00658292929292929,5.66838383838384e-05,5.51161616161616e-06,9.15868686868687e-05,3,1120.198643
BH-00356,7,Peene,Freshwater,-7.12270711428571,1.00866496054481,0.000994191919191919,0.00624838383838384,4.20646464646465e-05,6.39616161616162e-06,8.18959595959596e-05,3,1155.55398
BH-00356,7,Peene,Freshwater,-7.15457887142857,0.978338637664781,0.00095130303030303,0.00611929292929293,5.7149494949495e-05,7.27606060606061e-06,7.38767676767677e-05,3,1191.390784
BH-00356,7,Peene,Freshwater,-6.99522008571429,1.1264217378578,0.000913959595959596,0.00570919191919192,5.88383838383838e-05,8.40858585858586e-06,6.58232323232323e-05,4,1226.746103
BH-00356,7,Peene,Freshwater,-6.71668864285714,1.37603525417282,0.000967787878787879,0.00581141414141414,5.20363636363636e-05,7.65535353535353e-06,6.88191919191919e-05,4,1262.583463
BH-00356,7,Peene,Freshwater,-6.7291602,1.34796061955522,0.000938717171717172,0.00544848484848485,5.01555555555556e-05,7.41070707070707e-06,5.25757575757576e-05,4,1297.93875
BH-00356,7,Peene,Freshwater,-6.79844662857143,1.25377034512091,0.000947040404040404,0.00531626262626263,4.97868686868687e-05,7.68616161616161e-06,4.09707070707071e-05,4,1333.294041
BH-00356,7,Peene,Freshwater,-6.83308984285714,1.19617531982138,0.000951555555555556,0.00568333333333333,4.69777777777778e-05,5.81777777777778e-06,2.70222222222222e-05,4,1369.131842
BH-00356,7,Peene,Freshwater,-6.903762,1.10778523410265,0.000976454545454545,0.00638828282828283,4.64151515151515e-05,6.34515151515151e-06,1.96817171717172e-05,4,1404.487095
BH-00356,7,Peene,Freshwater,-6.7873608,1.18487202980041,0.00108071717171717,0.00617848484848485,4.35828282828283e-05,5.29141414141414e-06,6.74171717171717e-06,4,1440.32531
BH-00356,7,Peene,Freshwater,-6.74440321428571,1.18660718075584,0.00124585858585859,0.00617474747474747,4.90474747474748e-05,6.5779797979798e-06,3.42845454545455e-06,4,1475.680521
BH-00356,7,Peene,Freshwater,-6.9425624,0.976091561641729,0.00114686868686869,0.00616464646464647,5.91434343434343e-05,7.8849494949495e-06,1.1130202020202e-05,5,1511.035737
BH-00356,7,Peene,Freshwater,-6.95919114285714,0.952316505450786,0.00122454545454545,0.00597131313131313,6.94626262626263e-05,8.50949494949495e-06,1.90010101010101e-05,5,1546.874268
BH-00356,7,Peene,Freshwater,-6.96334832857143,0.959258987687965,0.00121046464646465,0.00570121212121212,5.25545454545455e-05,6.7540404040404e-06,1.47527272727273e-05,5,1582.22944
BH-00356,7,Peene,Freshwater,-6.88851898571429,1.05545510334289,0.00115490909090909,0.00563292929292929,4.76757575757576e-05,6.05565656565656e-06,7.97141414141414e-06,5,1618.068293
BH-00356,7,Peene,Freshwater,-6.81784682857143,1.14570921512578,0.00142767676767677,0.00566070707070707,4.27919191919192e-05,6.80868686868687e-06,7.69727272727273e-06,5,1653.423418
BH-00356,7,Peene,Freshwater,-6.65433085714286,1.33718117707753,0.00155383838383838,0.00558393939393939,4.19282828282828e-05,9.68525252525252e-06,6.43171717171717e-06,5,1688.778553
BH-00356,7,Peene,Freshwater,-6.93840521428571,1.08963398601917,0.00138767676767677,0.00583030303030303,4.8420202020202e-05,8.78030303030303e-06,1.06061616161616e-05,6,1724.617639
BH-00356,7,Peene,Freshwater,-7.20862228571429,0.832820652530718,0.00122888888888889,0.00588333333333333,5.04444444444444e-05,8.43e-06,1.09388888888889e-05,6,1759.972727
BH-00356,7,Peene,Freshwater,-7.24742268571429,0.792807491474809,0.00109715151515152,0.00575040404040404,4.91646464646465e-05,7.25828282828283e-06,7.65186868686869e-06,6,1795.812073
BH-00356,7,Peene,Freshwater,-7.00630591428571,1.02677882965743,0.000965232323232323,0.00563707070707071,4.55838383838384e-05,6.34757575757576e-06,2.90724242424243e-06,6,1831.167114
BH-00356,7,Peene,Freshwater,-6.92454792857143,1.07058566714756,0.000930161616161616,0.00531505050505051,3.27838383838384e-05,4.91707070707071e-06,3.93272727272728e-06,6,1866.522167
BH-00356,7,Peene,Freshwater,-7.097764,0.856257171941253,0.00110681818181818,0.00540505050505051,3.76060606060606e-05,6.72878787878788e-06,7.93747474747475e-06,6,1902.36169
BH-00356,7,Peene,Freshwater,-7.51071111428571,0.430099058954345,0.00113460606060606,0.00547777777777778,4.87363636363636e-05,9.95626262626262e-06,1.59038383838384e-05,7,1937.716698
BH-00385,5,Barthe,Freshwater,-8.66640874285714,-0.891836801966672,0.00114144444444444,0.00672222222222222,0.000105366666666667,7.46888888888889e-06,4.22888888888889e-05,1,0
BH-00385,5,Barthe,Freshwater,-8.40450604285714,-0.703002600711033,0.00123155913978495,0.00637774193548387,8.41634408602151e-05,8.10322580645161e-06,3.99379928315412e-05,1,35.1710107901379
BH-00385,5,Barthe,Freshwater,-8.13844615714286,-0.488959171714092,0.00112987096774194,0.00710827956989247,7.6758064516129e-05,7.6910752688172e-06,3.22086021505376e-05,1,71.3091859440283
BH-00385,5,Barthe,Freshwater,-7.6894701,-0.112717151543048,0.00147494623655914,0.00802792114695341,7.77587813620072e-05,9.60347670250896e-06,2.68154121863799e-05,1,106.480045078879
BH-00385,5,Barthe,Freshwater,-7.35689524285714,0.177723641779054,0.00177777777777778,0.00780921146953405,6.02885304659498e-05,9.50530465949821e-06,2.32867383512545e-05,1,141.650979523616
BH-00385,5,Barthe,Freshwater,-7.48299654285714,0.0221422378309423,0.00198849462365591,0.00740476702508961,4.48745519713262e-05,9.48455197132616e-06,2.58340501792115e-05,1,176.821944339496
BH-00385,5,Barthe,Freshwater,-7.54258287142857,-0.0663433367082641,0.00201555555555556,0.00723835125448029,4.93516129032258e-05,8.66161290322581e-06,1.48044444444445e-05,1,211.992924410226
BH-00385,5,Barthe,Freshwater,-7.68531291428571,-0.230068584951335,0.00198007168458781,0.00615089605734767,3.62795698924731e-05,6.23709677419355e-06,4.65659498207885e-06,1,248.131013781027
BH-00385,5,Barthe,Freshwater,-7.75044215714286,-0.293021171828411,0.00182856630824373,0.00661362007168459,4.05365591397849e-05,7.11304659498208e-06,8.94978494623656e-06,1,283.301959047233
BH-00385,5,Barthe,Freshwater,-7.79478547142857,-0.344703283177478,0.00196465949820789,0.00657322580645161,5.12777777777778e-05,8.23802867383512e-06,1.32717562724014e-05,1,318.472918785884
BH-00385,5,Barthe,Freshwater,-7.8058713,-0.37279013779695,0.00195853046594982,0.00741698924731183,5.60408602150538e-05,8.33935483870968e-06,1.17867741935484e-05,2,354.611054537221
BH-00385,5,Barthe,Freshwater,-7.82388577142857,-0.402037653071004,0.00211612903225806,0.00710329749103943,5.49663082437276e-05,1.02418279569892e-05,1.36685304659498e-05,2,389.781990348451
BH-00385,5,Barthe,Freshwater,-7.6312695,-0.253535359224111,0.00232017921146953,0.00694512544802867,4.45559139784946e-05,1.17186379928315e-05,1.12993548387097e-05,2,424.952938570849
BH-00385,5,Barthe,Freshwater,-7.57445462857143,-0.200333674264606,0.00225652329749104,0.00692967741935484,3.08641577060932e-05,9.59691756272401e-06,1.11419713261649e-05,2,460.123896358361
BH-00385,5,Barthe,Freshwater,-7.18229344285714,0.194210278325994,0.00195508960573477,0.00702921146953405,2.66813620071685e-05,7.41247311827957e-06,6.54167741935484e-06,2,496.262027562053
BH-00385,5,Barthe,Freshwater,-7.12963575714286,0.230572711667267,0.00191279569892473,0.00609125448028674,3.34179211469534e-05,9.00953405017922e-06,8.55703225806454e-06,2,531.432968491794
BH-00385,5,Barthe,Freshwater,-7.26682288571429,0.062066095543334,0.00215978494623656,0.00645853046594982,4.48179211469534e-05,2.08487455197133e-05,1.04900358422939e-05,2,566.603918094466
BH-00385,5,Barthe,Freshwater,-7.87100054285714,-0.56686985228815,0.00208745519713262,0.00558498207885305,3.74749103942652e-05,1.66468100358423e-05,7.58598566308244e-06,3,601.774874849391
BH-00385,5,Barthe,Freshwater,-7.97215872857143,-0.720092899551475,0.00262243727598566,0.00580405017921147,2.86272401433692e-05,9.91666666666666e-06,5.40645161290322e-06,3,673.083947216096
BH-00385,5,Barthe,Freshwater,-7.88624355714286,-0.613838330134127,0.00236164874551971,0.00604856630824373,2.84290322580645e-05,9.07491039426524e-06,2.41188172043011e-06,3,708.00141242797
BH-00385,5,Barthe,Freshwater,-7.85021461428571,-0.565548911842632,0.00222917562724014,0.0062341935483871,3.58584229390681e-05,1.09001433691756e-05,2.75232974910395e-06,3,742.91991493027
BH-00385,5,Barthe,Freshwater,-8.14814625714286,-0.854386692125949,0.0021421146953405,0.00619928315412186,3.46706093189964e-05,9.95e-06,5.67910394265233e-06,4,777.839315025925
BH-00385,5,Barthe,Freshwater,-8.06915972857143,-0.777092771217643,0.00227225806451613,0.00568121863799283,3.39663082437276e-05,8.82254480286738e-06,6.25659498207885e-06,4,812.759497022336
BH-00385,5,Barthe,Freshwater,-7.87654345714286,-0.556907605969798,0.00244394265232975,0.00734756272401434,3.67354838709678e-05,8.62480286738352e-06,4.95132616487454e-06,4,812.759497022336
BH-00385,5,Barthe,Freshwater,-7.46775352857143,-0.139448528186508,0.00268501792114695,0.00822075268817204,4.83853046594982e-05,1.06453046594982e-05,3.56143369175627e-06,4,862.707945946947
BH-00391,9,Barthe,Freshwater,-8.05945962857143,-0.224907471070797,0.00187888888888889,0.00703333333333333,7.54e-05,8.12333333333333e-06,4.57555555555556e-05,1,0
BH-00391,9,Barthe,Freshwater,-7.94860134285714,-0.0637360862587067,0.00169621794871795,0.00669547008547009,7.49350427350427e-05,8.17649572649573e-06,3.36707264957265e-05,1,35.73513677
BH-00391,9,Barthe,Freshwater,-7.88208637142857,0.0347316592610994,0.00129247863247863,0.00660196581196581,6.19012820512821e-05,7.00564102564103e-06,2.10803418803419e-05,1,69.26037828
BH-00391,9,Barthe,Freshwater,-7.92642968571429,-0.0317866531135679,0.00123450854700855,0.00719108974358974,4.44632478632479e-05,6.80583333333333e-06,2.23961538461539e-05,1,104.995238
BH-00391,9,Barthe,Freshwater,-7.95275852857143,-0.100438074390336,0.00131752136752137,0.00696863247863248,4.06888888888889e-05,4.75213675213675e-06,1.5194358974359e-05,1,138.5207566
BH-00391,9,Barthe,Freshwater,-7.81002848571429,0.0150177075312715,0.00134760683760684,0.00672070512820513,3.98668803418803e-05,4.4700641025641e-06,7.3975e-06,1,174.2555595
BH-00391,9,Barthe,Freshwater,-7.76568517142857,0.0549226710954626,0.00130401709401709,0.00652380341880342,3.87470085470086e-05,5.90115384615385e-06,8.75794871794872e-06,1,208.0865205
BH-00391,9,Barthe,Freshwater,-7.76291371428571,0.0668780141901962,0.00130143162393162,0.00642940170940171,4.34653846153846e-05,7.86747863247863e-06,2.06570512820513e-05,1,243.5159132
BH-00391,9,Barthe,Freshwater,-8.05391671428571,-0.210979350556165,0.00132948717948718,0.00648384615384615,4.80179487179487e-05,6.62042735042735e-06,2.88521367521368e-05,1,277.3463539
BH-00391,9,Barthe,Freshwater,-8.16893218571429,-0.308869937220953,0.00154698717948718,0.00628173076923077,4.57051282051282e-05,7.01126068376068e-06,2.99185897435897e-05,1,312.7762779
BH-00391,9,Barthe,Freshwater,-8.22436132857143,-0.351633769692809,0.00172025641025641,0.00669380341880342,4.49623931623932e-05,8.18970085470085e-06,2.12397435897436e-05,1,346.606405
BH-00391,9,Barthe,Freshwater,-8.23960434285714,-0.348721248644507,0.00163055555555556,0.00695183760683761,5.10108974358974e-05,7.69942307692308e-06,1.55720085470086e-05,1,382.0366475
BH-00391,9,Barthe,Freshwater,-7.96661581428571,-0.0973994674292391,0.00139854700854701,0.00747316239316239,4.37273504273504e-05,6.13897435897436e-06,9.60401709401709e-06,1,415.8665651
BH-00391,9,Barthe,Freshwater,-8.03590224285714,-0.218946358712026,0.00119861111111111,0.00704166666666667,3.94583333333333e-05,5.20194444444444e-06,9.24277777777778e-06,2,451.6015943
BH-00391,9,Barthe,Freshwater,-8.07608837142857,-0.333126719425628,0.00115055555555556,0.00727564102564103,4.20491452991453e-05,5.47380341880342e-06,5.95858974358974e-06,2,485.1267876
BH-00391,9,Barthe,Freshwater,-7.94028697142857,-0.267002212925514,0.00113294017094017,0.00678352564102564,3.32677350427351e-05,5.62927350427351e-06,9.20089957264958e-06,2,520.8617859
BH-00391,9,Barthe,Freshwater,-7.94721561428572,-0.368790176799159,0.00140162393162393,0.00659444444444444,3.64811965811966e-05,6.01358974358974e-06,4.03546153846154e-06,2,554.3870489
BH-00391,9,Barthe,Freshwater,-7.91395812857143,-0.44099378727704,0.00151188034188034,0.00691831196581196,4.42427350427351e-05,7.25779914529914e-06,5.76506410256409e-06,2,590.1220213
BH-00391,9,Barthe,Freshwater,-7.50793965714286,-0.0923983400324716,0.00187923076923077,0.00683918803418803,4.3248717948718e-05,6.7341452991453e-06,7.47807692307692e-06,2,624.5998719
BH-00391,9,Barthe,Freshwater,-7.88901501428571,-0.48377461770477,0.0019983547008547,0.00670275641025641,4.56583333333334e-05,7.28470085470085e-06,8.22303418803419e-06,3,659.3822867
BH-00391,9,Barthe,Freshwater,-8.03313078571429,-0.638682804876911,0.00204786324786325,0.00682136752136752,4.59282051282051e-05,8.06230769230769e-06,7.55435897435898e-06,3,694.164966
BH-00391,9,Barthe,Freshwater,-8.21050404285714,-0.822843908802769,0.00195025641025641,0.00601696581196581,4.79068376068376e-05,8.70301282051282e-06,8.93576923076923e-06,3,728.6425736
BH-00391,9,Barthe,Freshwater,-8.29503348571429,-0.929177866613973,0.00222166666666667,0.00615547008547009,4.2698717948718e-05,7.78217948717949e-06,7.65679487179488e-06,3,763.4251764
BH-00391,9,Barthe,Freshwater,-8.35184835714286,-0.995161730200053,0.00261202991452991,0.00607628205128205,3.28525641025641e-05,5.87282051282051e-06,4.95612179487179e-06,3,797.9028763
BH-00391,9,Barthe,Freshwater,-8.18140374285714,-0.790578677499671,0.00217094017094017,0.00654102564102564,4.98871794871795e-05,6.84700854700855e-06,2.03816239316239e-06,3,832.6854148
BH-00391,9,Barthe,Freshwater,-8.25346162857143,-0.852514368216926,0.00199745726495726,0.00662916666666667,6.18027777777778e-05,7.94081196581197e-06,3.87666239316239e-06,4,867.1631911
BH-00391,9,Barthe,Freshwater,-8.2520759,-0.859847094523389,0.00212222222222222,0.0068,4.77555555555556e-05,8.93111111111111e-06,4.63644444444444e-06,4,901.9456746
BH-00391,9,Barthe,Freshwater,-8.25623308571429,-0.86870327236063,0.00212576923076923,0.00660354700854701,4.67264957264957e-05,8.58884615384615e-06,1.17934615384616e-06,4,936.4235153
BH-00391,9,Barthe,Freshwater,-8.09271711428571,-0.705384643707428,0.00220051282051282,0.00592452991452991,4.54897435897436e-05,1.07899145299145e-05,1.79316239316238e-06,4,971.2059514
BH-00391,9,Barthe,Freshwater,-7.77538527142857,-0.365097740281333,0.00232690170940171,0.00591217948717949,4.37809829059829e-05,9.93047008547009e-06,5.73871367521368e-06,4,1005.988569
BH-00391,9,Barthe,Freshwater,-7.37075252857143,0.0654781306397472,0.00222021367521368,0.00596286324786325,3.34880341880343e-05,7.09166666666667e-06,1.00217094017095e-06,4,1040.466242
BH-00391,9,Barthe,Freshwater,-7.37768117142857,0.0828096170830117,0.00205476495726496,0.00641188034188034,3.07401709401709e-05,7.51690170940171e-06,2.33731623931623e-06,4,1075.248808
BH-00391,9,Barthe,Freshwater,-7.6021692,-0.143579231994572,0.00209752136752137,0.00636042735042735,4.19965811965812e-05,9.2808547008547e-06,3.14538461538461e-06,5,1109.726543
BH-00391,9,Barthe,Freshwater,-7.50655392857143,-0.0312624319071139,0.00217615384615385,0.00584833333333333,4.01519230769231e-05,1.20621794871795e-05,4.12929487179487e-06,5,1144.509065
BH-00391,9,Barthe,Freshwater,-7.31809484285714,0.164107374393705,0.00212803418803419,0.00595277777777778,3.12029914529915e-05,9.83833333333334e-06,1.30126495726497e-06,5,1178.986853
BH-00391,9,Barthe,Freshwater,-7.22109384285714,0.242420385911049,0.00193705128205128,0.00524647435897436,2.59623931623932e-05,6.76245726495727e-06,1.09163034188034e-06,5,1213.769336
BH-00391,9,Barthe,Freshwater,-7.50793965714286,-0.0680767738302991,0.0020291452991453,0.00540367521367521,2.97367521367521e-05,7.08247863247863e-06,1.09985299145299e-06,5,1248.551961
BH-00391,9,Barthe,Freshwater,-7.71025602857143,-0.288221017116801,0.0019417735042735,0.00584211538461538,4.6951282051282e-05,8.35660256410256e-06,9.21961965811964e-07,6,1283.029618
BH-00391,9,Barthe,Freshwater,-7.51209684285714,-0.102701077647659,0.0020765811965812,0.00585948717948718,5.46094017094017e-05,9.28243589743589e-06,2.40111111111111e-06,6,1317.812202
BH-00391,9,Barthe,Freshwater,-7.54951151428571,-0.140430380482245,0.00190583333333333,0.00510888888888889,3.68916666666667e-05,1.06516666666667e-05,2.35694444444444e-06,6,1352.28991
BH-00391,9,Barthe,Freshwater,-7.46913925714286,-0.0845491064524915,0.00209683760683761,0.00551435897435898,3.17162393162393e-05,8.43888888888888e-06,2.64854700854701e-06,6,1387.072457
BH-00391,9,Barthe,Freshwater,-7.4081672,-0.035948207256162,0.00234252136752137,0.00554128205128205,4.45897435897436e-05,7.53542735042735e-06,2.06015384615385e-06,6,1421.55021
BH-00391,9,Barthe,Freshwater,-7.07559234285714,0.317109340590637,0.00220850427350427,0.00570038461538461,4.36333333333333e-05,1.02792735042735e-05,2.64452136752137e-06,7,1456.332723
BH-00391,9,Barthe,Freshwater,-7.01877747142857,0.367253653866853,0.00223376068376068,0.00551925213675214,3.53128205128205e-05,1.04784829059829e-05,1.76286752136752e-06,7,1490.810518
BH-00391,9,Barthe,Freshwater,-6.86219014285714,0.513735542959914,0.00208683760683761,0.00496401709401709,3.69264957264957e-05,7.69333333333333e-06,3.09000854700854e-06,7,1525.592999
BH-00391,9,Barthe,Freshwater,-6.41044262857143,0.927124089852061,0.00208019230769231,0.00555275641025641,4.42331196581197e-05,1.12015811965812e-05,1.94501068376069e-06,8,1560.375596
