ID,ID2,sex,TL_mm,rad_mm,waterbody,lifeyear,phenotype_char,phenotype_num,genotype_num
BH-90970,82,m,634,1.1587,Tributary,6,Trans-habitat,3,3
BH-90981,83,m,745,0.4191,Tributary,1,Trans-habitat,3,3
BH-90981,83,m,745,0.691,Tributary,2,Trans-habitat,3,3
BH-90981,83,m,745,0.8808,Tributary,3,Trans-habitat,3,3
BH-90981,83,m,745,1.1004,Tributary,4,Trans-habitat,3,3
BH-90981,83,m,745,1.3176,Tributary,5,Trans-habitat,3,3
BH-90981,83,m,745,1.5774,Tributary,6,Trans-habitat,3,3
BH-90997,84,m,675,0.5737,Tributary,1,Trans-habitat,3,4
BH-90997,84,m,675,1.0415,Tributary,2,Trans-habitat,3,4
BH-90997,84,m,675,1.2261,Tributary,3,Trans-habitat,3,4
BH-90997,84,m,675,1.2978,Tributary,4,Trans-habitat,3,4
BH-91013,85,f,739,0.4401,Tributary,1,Anadromous,2,
BH-91013,85,f,739,0.6558,Tributary,2,Anadromous,2,
BH-91013,85,f,739,0.9451,Tributary,3,Anadromous,2,
BH-91045,86,m,648,0.5735,Tributary,1,FW-resident,1,
BH-91045,86,m,648,0.8391,Tributary,2,FW-resident,1,
BH-91045,86,m,648,1.128,Tributary,3,FW-resident,1,
BH-91050,87,m,732,0.4966,Tributary,1,Anadromous,2,
BH-91050,87,m,732,0.7152,Tributary,2,Anadromous,2,
BH-91050,87,m,732,0.8909,Tributary,3,Anadromous,2,
BH-91050,87,m,732,1.0204,Tributary,4,Anadromous,2,
BH-91050,87,m,732,1.1537,Tributary,5,Anadromous,2,
BH-91053,88,f,674,0.4276,Tributary,1,FW-resident,1,3
BH-91053,88,f,674,0.9848,Tributary,2,FW-resident,1,3
BH-91053,88,f,674,1.3215,Tributary,3,FW-resident,1,3
BH-91054,89,m,636,0.3409,Tributary,1,Trans-habitat,3,4
BH-91054,89,m,636,0.5723,Tributary,2,Trans-habitat,3,4
BH-91054,89,m,636,0.7482,Tributary,3,Trans-habitat,3,4
BH-91054,89,m,636,0.9142,Tributary,4,Trans-habitat,3,4
BH-91054,89,m,636,1.0887,Tributary,5,Trans-habitat,3,4
BH-91068,90,f,860,0.5103,Tributary,1,FW-resident,1,3
BH-91068,90,f,860,0.896,Tributary,2,FW-resident,1,3
BH-91068,90,f,860,1.0855,Tributary,3,FW-resident,1,3
BH-91068,90,f,860,1.1973,Tributary,4,FW-resident,1,3
BH-91068,90,f,860,1.2915,Tributary,5,FW-resident,1,3
BH-91117,91,f,555,0.5266,Tributary,1,Anadromous,2,1
BH-91117,91,f,555,0.7425,Tributary,2,Anadromous,2,1
BH-91117,91,f,555,0.8943,Tributary,3,Anadromous,2,1
BH-91328,92,f,1061,0.4315,Tributary,1,Anadromous,2,1
BH-91328,92,f,1061,0.6463,Tributary,2,Anadromous,2,1
BH-91328,92,f,1061,0.7867,Tributary,3,Anadromous,2,1
BH-91328,92,f,1061,0.9219,Tributary,4,Anadromous,2,1
BH-91328,92,f,1061,1.0672,Tributary,5,Anadromous,2,1
BH-91328,92,f,1061,1.187,Tributary,6,Anadromous,2,1
BH-91328,92,f,1061,1.315,Tributary,7,Anadromous,2,1
BH-91328,92,f,1061,1.4261,Tributary,8,Anadromous,2,1
BH-91328,92,f,1061,1.5211,Tributary,9,Anadromous,2,1
BH-91328,92,f,1061,1.6182,Tributary,10,Anadromous,2,1
BH-91328,92,f,1061,1.698,Tributary,11,Anadromous,2,1
BH-91534,93,f,423,0.4112,Tributary,1,Anadromous,2,3
BH-91534,93,f,423,0.6982,Tributary,2,Anadromous,2,3
BH-91549,94,f,650,0.7135,Tributary,1,Anadromous,2,
BH-91549,94,f,650,1.0448,Tributary,2,Anadromous,2,
BH-91570,95,m,558,0.4482,Tributary,1,Anadromous,2,3
BH-91570,95,m,558,0.6487,Tributary,2,Anadromous,2,3
BH-91570,95,m,558,1.036,Tributary,3,Anadromous,2,3
BH-91571,96,f,896,0.3523,Tributary,1,FW-resident,1,
BH-91571,96,f,896,0.5109,Tributary,2,FW-resident,1,
BH-91571,96,f,896,0.646,Tributary,3,FW-resident,1,
BH-91571,96,f,896,0.8674,Tributary,4,FW-resident,1,
BH-91571,96,f,896,1.1186,Tributary,5,FW-resident,1,
BH-91571,96,f,896,1.3027,Tributary,6,FW-resident,1,
BH-91571,96,f,896,1.4655,Tributary,7,FW-resident,1,
BH-91571,96,f,896,1.6443,Tributary,8,FW-resident,1,
BH-91571,96,f,896,1.7603,Tributary,9,FW-resident,1,
BH-91585,97,f,815,0.4279,Tributary,1,FW-resident,1,3
BH-91585,97,f,815,0.7777,Tributary,2,FW-resident,1,3
BH-91585,97,f,815,1.022,Tributary,3,FW-resident,1,3
BH-91585,97,f,815,1.188,Tributary,4,FW-resident,1,3
BH-91585,97,f,815,1.3604,Tributary,5,FW-resident,1,3
BH-91585,97,f,815,1.5176,Tributary,6,FW-resident,1,3
BH-91588,98,m,615,0.5129,Tributary,1,FW-resident,1,4
BH-91588,98,m,615,0.7837,Tributary,2,FW-resident,1,4
BH-91588,98,m,615,0.9882,Tributary,3,FW-resident,1,4
BH-91588,98,m,615,1.223,Tributary,4,FW-resident,1,4
BH-92990,99,f,802,0.6276,Tributary,1,FW-resident,1,1
BH-92990,99,f,802,0.8693,Tributary,2,FW-resident,1,1
BH-92990,99,f,802,1.075,Tributary,3,FW-resident,1,1
BH-92990,99,f,802,1.2611,Tributary,4,FW-resident,1,1
BH-92990,99,f,802,1.4456,Tributary,5,FW-resident,1,1
BH-92990,99,f,802,1.606,Tributary,6,FW-resident,1,1
BH-92993,100,f,680,0.546,Tributary,1,Trans-habitat,3,3
BH-92993,100,f,680,0.7418,Tributary,2,Trans-habitat,3,3
BH-92993,100,f,680,1.1011,Tributary,3,Trans-habitat,3,3
BH-92996,101,f,665,0.901,Tributary,1,Anadromous,2,3
BH-92996,101,f,665,1.375,Tributary,2,Anadromous,2,3
BH-93002,102,f,686,0.3792,Tributary,1,Trans-habitat,3,4
BH-93002,102,f,686,0.7671,Tributary,2,Trans-habitat,3,4
BH-93002,102,f,686,1.1535,Tributary,3,Trans-habitat,3,4
BH-93003,103,f,877,0.3396,Tributary,1,FW-resident,1,1
BH-93003,103,f,877,0.6084,Tributary,2,FW-resident,1,1
BH-93003,103,f,877,0.7737,Tributary,3,FW-resident,1,1
BH-93003,103,f,877,0.9459,Tributary,4,FW-resident,1,1
BH-93003,103,f,877,1.105,Tributary,5,FW-resident,1,1
BH-93003,103,f,877,1.2759,Tributary,6,FW-resident,1,1
BH-93003,103,f,877,1.4294,Tributary,7,FW-resident,1,1
BH-93003,103,f,877,1.5551,Tributary,8,FW-resident,1,1
BH-93003,103,f,877,1.635,Tributary,9,FW-resident,1,1
BH-93003,103,f,877,1.7163,Tributary,10,FW-resident,1,1
BH-93005,104,f,765,0.4845,Tributary,1,Trans-habitat,3,2
BH-93005,104,f,765,0.7353,Tributary,2,Trans-habitat,3,2
BH-93005,104,f,765,1.0504,Tributary,3,Trans-habitat,3,2
BH-93007,105,f,878,0.4185,Tributary,1,FW-resident,1,1
BH-93007,105,f,878,0.7056,Tributary,2,FW-resident,1,1
BH-93007,105,f,878,1.0976,Tributary,3,FW-resident,1,1
BH-93007,105,f,878,1.2686,Tributary,4,FW-resident,1,1
BH-93007,105,f,878,1.4838,Tributary,5,FW-resident,1,1
BH-93015,106,f,652,0.6096,Tributary,1,Anadromous,2,3
BH-93015,106,f,652,0.9109,Tributary,2,Anadromous,2,3
BH-93047,107,f,702,0.65,Tributary,1,FW-resident,1,1
BH-93047,107,f,702,0.9985,Tributary,2,FW-resident,1,1
BH-93047,107,f,702,1.225,Tributary,3,FW-resident,1,1
BH-93047,107,f,702,1.4455,Tributary,4,FW-resident,1,1
BH-93048,108,f,730,0.5945,Tributary,1,FW-resident,1,1
BH-93048,108,f,730,0.8401,Tributary,2,FW-resident,1,1
BH-93048,108,f,730,1.0827,Tributary,3,FW-resident,1,1
BH-93048,108,f,730,1.3226,Tributary,4,FW-resident,1,1
BH-93066,109,m,520,0.4718,Tributary,1,FW-resident,1,
BH-93066,109,m,520,0.7389,Tributary,2,FW-resident,1,
BH-93071,110,f,854,0.3627,Tributary,1,FW-resident,1,
BH-93071,110,f,854,0.6738,Tributary,2,FW-resident,1,
BH-93071,110,f,854,0.9334,Tributary,3,FW-resident,1,
BH-93071,110,f,854,1.0795,Tributary,4,FW-resident,1,
BH-93071,110,f,854,1.2447,Tributary,5,FW-resident,1,
BH-93071,110,f,854,1.3735,Tributary,6,FW-resident,1,
BH-93071,110,f,854,1.5193,Tributary,7,FW-resident,1,
BH-93071,110,f,854,1.7018,Tributary,8,FW-resident,1,
BH-93097,111,m,636,0.5722,Tributary,1,Anadromous,2,1
BH-93097,111,m,636,1.0349,Tributary,2,Anadromous,2,1
BH-93097,111,m,636,1.2556,Tributary,3,Anadromous,2,1
BH-93109,112,m,732,0.4472,Tributary,1,FW-resident,1,3
BH-93109,112,m,732,0.6733,Tributary,2,FW-resident,1,3
BH-93109,112,m,732,0.886,Tributary,3,FW-resident,1,3
BH-93109,112,m,732,1.065,Tributary,4,FW-resident,1,3
BH-93109,112,m,732,1.2116,Tributary,5,FW-resident,1,3
BH-93109,112,m,732,1.3642,Tributary,6,FW-resident,1,3
BH-93109,112,m,732,1.49,Tributary,7,FW-resident,1,3
BH-93109,112,m,732,1.6112,Tributary,8,FW-resident,1,3
BH-93109,112,m,732,1.7748,Tributary,9,FW-resident,1,3
BH-93114,113,m,618,0.4718,Tributary,1,FW-resident,1,1
BH-93114,113,m,618,0.7632,Tributary,2,FW-resident,1,1
BH-93114,113,m,618,0.996,Tributary,3,FW-resident,1,1
BH-93114,113,m,618,1.1808,Tributary,4,FW-resident,1,1
BH-93116,114,f,563,0.5975,Tributary,1,Anadromous,2,1
BH-93116,114,f,563,0.8896,Tributary,2,Anadromous,2,1
BH-93132,115,f,862,0.4075,Tributary,1,FW-resident,1,1
BH-93132,115,f,862,0.5897,Tributary,2,FW-resident,1,1
BH-93132,115,f,862,0.8225,Tributary,3,FW-resident,1,1
BH-93132,115,f,862,1.0436,Tributary,4,FW-resident,1,1
BH-93132,115,f,862,1.2532,Tributary,5,FW-resident,1,1
BH-93132,115,f,862,1.4365,Tributary,6,FW-resident,1,1
BH-93132,115,f,862,1.5942,Tributary,7,FW-resident,1,1
BH-93132,115,f,862,1.739,Tributary,8,FW-resident,1,1
BH-93132,115,f,862,1.8893,Tributary,9,FW-resident,1,1
BH-93143,116,f,675,0.374,Tributary,1,Trans-habitat,3,3
BH-93143,116,f,675,0.6833,Tributary,2,Trans-habitat,3,3
BH-93143,116,f,675,1.098,Tributary,3,Trans-habitat,3,3
BH-93152,117,f,632,0.6927,Tributary,1,Trans-habitat,3,3
BH-93152,117,f,632,1.0773,Tributary,2,Trans-habitat,3,3
BH-93170,118,m,733,0.4441,Tributary,1,Trans-habitat,3,2
BH-93170,118,m,733,0.5678,Tributary,2,Trans-habitat,3,2
BH-93170,118,m,733,0.7391,Tributary,3,Trans-habitat,3,2
BH-93170,118,m,733,0.9806,Tributary,4,Trans-habitat,3,2
BH-93170,118,m,733,1.141,Tributary,5,Trans-habitat,3,2
BH-93170,118,m,733,1.2988,Tributary,6,Trans-habitat,3,2
BH-93170,118,m,733,1.4119,Tributary,7,Trans-habitat,3,2
BH-93170,118,m,733,1.5143,Tributary,8,Trans-habitat,3,2
BH-93170,118,m,733,1.5959,Tributary,9,Trans-habitat,3,2
BH-93172,119,f,745,0.7097,Tributary,1,Trans-habitat,3,3
BH-93172,119,f,745,1.0532,Tributary,2,Trans-habitat,3,3
BH-93172,119,f,745,1.4096,Tributary,3,Trans-habitat,3,3
BH-93178,120,f,604,0.693,Tributary,1,Anadromous,2,1
BH-93178,120,f,604,1.0786,Tributary,2,Anadromous,2,1
