fish_ID,waterbody,TL_mm,phenotype,sex,genotype,d18O,Sr,lifeyear,s_index
BH-91588,Tributary,615,FW_resident,m,2,,2.06478632478632,4,0.355428600410395
BH-91588,Tributary,615,FW_resident,m,2,,1.76367521367522,4,0.355428600410395
BH-91588,Tributary,615,FW_resident,m,2,,2.28,4,0.355428600410395
BH-92990,Tributary,802,FW_resident,f,2,-11.0149940769543,2.25555555555556,1,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,-11.0428960575971,2.00664351851852,1,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,-11.0671680095607,1.72069444444444,1,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,-11.0797552294997,1.78138888888889,1,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,-10.8520246382614,2.02296296296296,1,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,-11.3283697681808,2.03578703703704,1,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,-11.0238315139487,1.85111111111111,1,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,-10.5139660912504,1.58972222222222,1,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,-10.0209115437544,1.49,1,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,-9.62629002569894,1.6425,1,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,-9.23960891690932,1.68055555555556,1,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,-8.91986369073138,1.8599537037037,1,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,-8.238523508168,1.65777777777778,1,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,-8.01855684290643,1.85206018518519,1,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,-7.7427342471899,1.75180555555556,1,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,-7.51021919036823,1.89118055555556,1,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,-6.89902955062943,2.13481481481481,1,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,-7.11598861100438,2.01865740740741,1,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,-7.54819849773861,2.02402777777778,1,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,-7.64963050353709,2.21861111111111,1,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,-7.77673281821011,2.08990740740741,1,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,-8.0320436391373,2.105,1,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,-7.87891162622057,2.19240740740741,1,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,-7.90130833099296,2.04840277777778,2,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,-7.06483724514822,2.04888888888889,2,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,-5.91697520187688,1.85222222222222,2,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,-5.90490401961427,1.92791666666667,2,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,-5.79593380286442,1.87111111111111,2,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,-5.8168559497793,2.09694444444444,2,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,-5.90320934261781,2.29041666666667,2,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,-6.10585244666032,2.65861111111111,2,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,-6.70242936994421,2.36148148148148,2,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,-7.47602077522802,1.96814814814815,3,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,-7.53457958931425,1.91777777777778,3,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,-6.49435259618519,2.20666666666667,3,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,-6.13607398499707,2.03835648148148,3,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,-6.44796842417454,2.29416666666667,3,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,-5.95281212604654,2.47594907407408,4,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,-5.81307066075401,1.92023148148148,4,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,-5.53054987226251,2.29034722222222,4,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,-5.09373491485664,2.22518518518519,4,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,-6.67248707795258,2.22974537037037,5,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,-6.7881472458162,2.8825,5,0.325791017510052
