fish_ID,ID,age,capt,area,d18O,res,Sr,Na,Mg,Ba,Mn,year,dist
BH-00356,BH-00356,7,Peene,Freshwater,-7.5342685,0.612596641324152,0.00105580808080808,0.00651767676767677,6.96191919191919e-05,1.06765656565657e-05,8.4030303030303e-05,1,400.4809608
BH-00356,BH-00356,7,Peene,Freshwater,-7.405742175,0.757673458368338,0.000875444444444445,0.00641545454545455,6.77717171717172e-05,8.8789898989899e-06,7.95e-05,1,436.71501
BH-00356,BH-00356,7,Peene,Freshwater,-7.575493925,0.585584525074363,0.000844747474747475,0.00689343434343434,6.31404040404041e-05,9.3810101010101e-06,9.07989898989899e-05,1,473.4258126
BH-00356,BH-00356,7,Peene,Freshwater,-7.59731915,0.56062046676094,0.000840646464646465,0.00682050505050505,5.78919191919192e-05,8.64474747474747e-06,7.77868686868687e-05,1,509.6596904
BH-00356,BH-00356,7,Peene,Freshwater,-7.546393625,0.619486254345511,0.000827161616161616,0.00664242424242424,4.74636363636364e-05,6.51949494949495e-06,7.43272727272727e-05,1,546.3707532
BH-00356,BH-00356,7,Peene,Freshwater,-7.648244675,0.521688118901092,0.000957555555555556,0.00668444444444445,5.51666666666667e-05,6.93888888888889e-06,7.75333333333333e-05,1,582.6044971
BH-00356,BH-00356,7,Peene,Freshwater,-7.7561582875,0.41721135946238,0.00107560606060606,0.00667555555555556,4.43232323232323e-05,7.39515151515152e-06,7.97363636363636e-05,1,618.838428
BH-00356,BH-00356,7,Peene,Freshwater,-7.9719855125,0.224202282134132,0.000936444444444444,0.00705868686868687,4.19e-05,8.82353535353535e-06,9.57828282828283e-05,1,655.5493879
BH-00356,BH-00356,7,Peene,Freshwater,-8.2993638875,-0.0873525533849478,0.000838717171717172,0.00676131313131313,5.8749494949495e-05,8.93383838383838e-06,9.83e-05,2,691.783203
BH-00356,BH-00356,7,Peene,Freshwater,-8.390302325,-0.169358869294565,0.00090610101010101,0.00692070707070707,7.15121212121212e-05,1.02516161616162e-05,0.000116366666666667,2,728.4943377
BH-00356,BH-00356,7,Peene,Freshwater,-8.2047879125,0.0242967958525199,0.000885919191919192,0.00708929292929293,6.84777777777778e-05,8.70767676767677e-06,0.000133383838383838,2,764.7280562
BH-00356,BH-00356,7,Peene,Freshwater,-8.0908117375,0.142000912969862,0.00073649494949495,0.00733313131313131,6.44242424242424e-05,8.91545454545454e-06,0.000135050505050505,2,800.0831207
BH-00356,BH-00356,7,Peene,Freshwater,-8.055648875,0.175371036521468,0.000774,0.00672020202020202,6.10616161616162e-05,8.47545454545455e-06,0.000133343434343434,3,835.9162637
BH-00356,BH-00356,7,Peene,Freshwater,-7.9186349625,0.315121802209866,0.000912474747474747,0.00656666666666667,7.80292929292929e-05,9.82151515151515e-06,0.000144636363636364,3,871.2714847
BH-00356,BH-00356,7,Peene,Freshwater,-7.7488832125,0.478643630348826,0.00077630303030303,0.00504151515151515,7.39e-05,7.52858585858586e-06,0.000136989898989899,3,907.1058373
BH-00356,BH-00356,7,Peene,Freshwater,-7.502743175,0.711442086113039,0.000728888888888889,0.00537686868686869,7.29818181818182e-05,6.94373737373737e-06,0.000150121212121212,3,942.4611398
BH-00356,BH-00356,7,Peene,Freshwater,-7.3269288625,0.873147050239989,0.000721555555555556,0.00663,7.09222222222222e-05,7.11111111111111e-06,0.000157555555555556,3,977.8164449
BH-00356,BH-00356,7,Peene,Freshwater,-7.2250778125,0.956225936432008,0.000799313131313132,0.00708373737373737,7.26181818181818e-05,9.10070707070707e-06,0.000141919191919192,3,1013.651814
BH-00356,BH-00356,7,Peene,Freshwater,-7.216590225,0.954085693078582,0.000837020202020202,0.00709181818181818,5.91505050505051e-05,7.08060606060606e-06,0.000117163636363636,3,1049.00715
BH-00356,BH-00356,7,Peene,Freshwater,-7.2129526875,0.949335553333781,0.000760010101010101,0.00683565656565657,6.47616161616162e-05,6.44131313131313e-06,0.000100782828282828,3,1084.843307
BH-00356,BH-00356,7,Peene,Freshwater,-7.1159516875,1.03173358568843,0.00073810101010101,0.00658292929292929,5.66838383838384e-05,5.51161616161616e-06,9.15868686868687e-05,3,1120.198643
BH-00356,BH-00356,7,Peene,Freshwater,-7.1062515875,1.02326218183738,0.000994191919191919,0.00624838383838384,4.20646464646465e-05,6.39616161616162e-06,8.18959595959596e-05,3,1155.55398
BH-00356,BH-00356,7,Peene,Freshwater,-6.9753002375,1.14761705338724,0.00095130303030303,0.00611929292929293,5.7149494949495e-05,7.27606060606061e-06,7.38767676767677e-05,3,1191.390784
BH-00356,BH-00356,7,Peene,Freshwater,-6.79221085,1.30825022934338,0.000913959595959596,0.00570919191919192,5.88383838383838e-05,8.40858585858586e-06,6.58232323232323e-05,4,1226.746103
BH-00356,BH-00356,7,Peene,Freshwater,-6.83101125,1.25169339692412,0.000967787878787879,0.00581141414141414,5.20363636363636e-05,7.65535353535353e-06,6.88191919191919e-05,4,1262.583463
BH-00356,BH-00356,7,Peene,Freshwater,-6.8710241625,1.19210590051982,0.000938717171717172,0.00544848484848485,5.01555555555556e-05,7.41070707070707e-06,5.25757575757576e-05,4,1297.93875
BH-00356,BH-00356,7,Peene,Freshwater,-6.901336975,1.14107571004361,0.000947040404040404,0.00531626262626263,4.97868686868687e-05,7.68616161616161e-06,4.09707070707071e-05,4,1333.294041
BH-00356,BH-00356,7,Peene,Freshwater,-6.86981165,1.15675362317978,0.000951555555555556,0.00568333333333333,4.69777777777778e-05,5.81777777777778e-06,2.70222222222222e-05,4,1369.131842
BH-00356,BH-00356,7,Peene,Freshwater,-6.8128235625,1.17744336743603,0.000976454545454545,0.00638828282828283,4.64151515151515e-05,6.34515151515151e-06,1.96817171717172e-05,4,1404.487095
BH-00356,BH-00356,7,Peene,Freshwater,-6.6163965375,1.32985202859191,0.00108071717171717,0.00617848484848485,4.35828282828283e-05,5.29141414141414e-06,6.74171717171717e-06,4,1440.32531
BH-00356,BH-00356,7,Peene,Freshwater,-6.746135375,1.17671132515432,0.00124585858585859,0.00617474747474747,4.90474747474748e-05,6.5779797979798e-06,3.42845454545455e-06,4,1475.680521
BH-00356,BH-00356,7,Peene,Freshwater,-7.0432009375,0.880939491792335,0.00114686868686869,0.00616464646464647,5.91434343434343e-05,7.8849494949495e-06,1.1130202020202e-05,5,1511.035737
BH-00356,BH-00356,7,Peene,Freshwater,-7.075938775,0.851991972635974,0.00122454545454545,0.00597131313131313,6.94626262626263e-05,8.50949494949495e-06,1.90010101010101e-05,5,1546.874268
BH-00356,BH-00356,7,Peene,Freshwater,-6.9801502875,0.967549873487842,0.00121046464646465,0.00570121212121212,5.25545454545455e-05,6.7540404040404e-06,1.47527272727273e-05,5,1582.22944
BH-00356,BH-00356,7,Peene,Freshwater,-6.8564740125,1.11259578157114,0.00115490909090909,0.00563292929292929,4.76757575757576e-05,6.05565656565656e-06,7.97141414141414e-06,5,1618.068293
BH-00356,BH-00356,7,Peene,Freshwater,-6.5945713125,1.37816481753905,0.00142767676767677,0.00566070707070707,4.27919191919192e-05,6.80868686868687e-06,7.69727272727273e-06,5,1653.423418
BH-00356,BH-00356,7,Peene,Freshwater,-6.7485604,1.24651874028333,0.00155383838383838,0.00558393939393939,4.19282828282828e-05,9.68525252525252e-06,6.43171717171717e-06,5,1688.778553
BH-00356,BH-00356,7,Peene,Freshwater,-7.1523270625,0.867148112957338,0.00138767676767677,0.00583030303030303,4.8420202020202e-05,8.78030303030303e-06,1.06061616161616e-05,6,1724.617639
BH-00356,BH-00356,7,Peene,Freshwater,-7.3099536875,0.72056593039628,0.00122888888888889,0.00588333333333333,5.04444444444444e-05,8.43e-06,1.09388888888889e-05,6,1759.972727
BH-00356,BH-00356,7,Peene,Freshwater,-7.1171642,0.917146506316786,0.00109715151515152,0.00575040404040404,4.91646464646465e-05,7.25828282828283e-06,7.65186868686869e-06,6,1795.812073
BH-00356,BH-00356,7,Peene,Freshwater,-6.9461999375,1.06496071801498,0.000965232323232323,0.00563707070707071,4.55838383838384e-05,6.34757575757576e-06,2.90724242424243e-06,6,1831.167114
BH-00356,BH-00356,7,Peene,Freshwater,-7.0395634,0.938297591594701,0.000930161616161616,0.00531505050505051,3.27838383838384e-05,4.91707070707071e-06,3.93272727272728e-06,6,1866.522167
BH-00356,BH-00356,7,Peene,Freshwater,-7.2008275625,0.752005930889041,0.00110681818181818,0.00540505050505051,3.76060606060606e-05,6.72878787878788e-06,7.93747474747475e-06,6,1902.36169
BH-00356,BH-00356,7,Peene,Freshwater,,,0.00113460606060606,0.00547777777777778,4.87363636363636e-05,9.95626262626262e-06,1.59038383838384e-05,7,1937.716698
BH-00356,BH-00356,7,Peene,Freshwater,,,0.00123383838383838,0.00534686868686869,5.00868686868687e-05,1.06290909090909e-05,1.5209898989899e-05,7,1973.071717
BH-00356,BH-00356,7,Peene,Freshwater,,,0.00124280808080808,0.00521141414141414,4.24232323232323e-05,8.56484848484848e-06,1.01487878787879e-05,7,2008.911397
BH-00356,BH-00356,7,Peene,Freshwater,,,0.00117916161616162,0.00518020202020202,4.64131313131313e-05,8.95777777777778e-06,3.7339393939394e-06,7,2044.266372
BH-00356,BH-00356,7,Peene,Freshwater,,,0.00140080808080808,0.00563272727272727,5.13848484848485e-05,1.03770707070707e-05,3.36141414141414e-06,8,2080.106247
BH-00356,BH-00356,7,Peene,Freshwater,,,0.0014020202020202,0.00554181818181818,6.54828282828283e-05,1.02436363636364e-05,8.47050505050505e-06,8,2115.461179
BH-00356,BH-00356,7,Peene,Freshwater,,,0.00125844444444444,0.00481777777777778,6.31888888888889e-05,1.03666666666667e-05,5.32088888888889e-06,8,2151.301234
BH-00385,BH-00385,5,Barthe,Freshwater,-8.545503925,-0.804703644821211,0.00114144444444444,0.00672222222222222,0.000105366666666667,7.46888888888889e-06,4.22888888888889e-05,1,0
BH-00385,BH-00385,5,Barthe,Freshwater,-8.2326757,-0.544259948440209,0.00123155913978495,0.00637774193548387,8.41634408602151e-05,8.10322580645161e-06,3.99379928315412e-05,1,35.1710107901379
BH-00385,BH-00385,5,Barthe,Freshwater,-7.83982165,-0.207295717596976,0.00112987096774194,0.00710827956989247,7.6758064516129e-05,7.6910752688172e-06,3.22086021505376e-05,1,71.3091859440283
BH-00385,BH-00385,5,Barthe,Freshwater,-7.623994425,-0.0546435121768417,0.00147494623655914,0.00802792114695341,7.77587813620072e-05,9.60347670250896e-06,2.68154121863799e-05,1,106.480045078879
BH-00385,BH-00385,5,Barthe,Freshwater,-7.582769,-0.0623003310419692,0.00177777777777778,0.00780921146953405,6.02885304659498e-05,9.50530465949821e-06,2.32867383512545e-05,1,141.650979523616
BH-00385,BH-00385,5,Barthe,Freshwater,-7.57791895,-0.0988016699631475,0.00198849462365591,0.00740476702508961,4.48745519713262e-05,9.48455197132616e-06,2.58340501792115e-05,1,176.821944339496
BH-00385,BH-00385,5,Barthe,Freshwater,-7.6931076375,-0.234424222946039,0.00201555555555556,0.00723835125448029,4.93516129032258e-05,8.66161290322581e-06,1.48044444444445e-05,1,211.992924410226
BH-00385,BH-00385,5,Barthe,Freshwater,-7.7440331625,-0.280739968450233,0.00198007168458781,0.00615089605734767,3.62795698924731e-05,6.23709677419355e-06,4.65659498207885e-06,1,248.131013781027
BH-00385,BH-00385,5,Barthe,Freshwater,-7.6991702,-0.230748045598348,0.00182856630824373,0.00661362007168459,4.05365591397849e-05,7.11304659498208e-06,8.94978494623656e-06,1,283.301959047233
BH-00385,BH-00385,5,Barthe,Freshwater,-7.54881865,-0.105647812919476,0.00196465949820789,0.00657322580645161,5.12777777777778e-05,8.23802867383512e-06,1.32717562724014e-05,1,318.472918785884
BH-00385,BH-00385,5,Barthe,Freshwater,-7.7416081375,-0.307798951013804,0.00195853046594982,0.00741698924731183,5.60408602150538e-05,8.33935483870968e-06,1.17867741935484e-05,2,354.611054537221
BH-00385,BH-00385,5,Barthe,Freshwater,-7.822846475,-0.439651956919739,0.00211612903225806,0.00710329749103943,5.49663082437276e-05,1.02418279569892e-05,1.36685304659498e-05,2,389.781990348451
BH-00385,BH-00385,5,Barthe,Freshwater,-7.657944775,-0.293468093046752,0.00232017921146953,0.00694512544802867,4.45559139784946e-05,1.17186379928315e-05,1.12993548387097e-05,2,424.952938570849
BH-00385,BH-00385,5,Barthe,Freshwater,-7.3778543875,-0.00643980979106242,0.00225652329749104,0.00692967741935484,3.08641577060932e-05,9.59691756272401e-06,1.11419713261649e-05,2,460.123896358361
BH-00385,BH-00385,5,Barthe,Freshwater,-7.25781565,0.122321166091044,0.00195508960573477,0.00702921146953405,2.66813620071685e-05,7.41247311827957e-06,6.54167741935484e-06,2,496.262027562053
BH-00385,BH-00385,5,Barthe,Freshwater,-7.2760033375,0.0799533133519291,0.00191279569892473,0.00609125448028674,3.34179211469534e-05,9.00953405017922e-06,8.55703225806454e-06,2,531.432968491794
BH-00385,BH-00385,5,Barthe,Freshwater,-7.6155068375,-0.300043560891314,0.00215978494623656,0.00645853046594982,4.48179211469534e-05,2.08487455197133e-05,1.04900358422939e-05,2,566.603918094466
BH-00385,BH-00385,5,Barthe,Freshwater,-7.8871096375,-0.611688867549014,0.00208745519713262,0.00558498207885305,3.74749103942652e-05,1.66468100358423e-05,7.58598566308244e-06,3,601.774874849391
BH-00385,BH-00385,5,Barthe,Freshwater,-7.8774095375,-0.624977549349971,0.00262243727598566,0.00580405017921147,2.86272401433692e-05,9.91666666666666e-06,5.40645161290322e-06,3,673.083947216096
BH-00385,BH-00385,5,Barthe,Freshwater,-7.84952175,-0.566479951587957,0.00236164874551971,0.00604856630824373,2.84290322580645e-05,9.07491039426524e-06,2.41188172043011e-06,3,708.00141242797
BH-00385,BH-00385,5,Barthe,Freshwater,-7.8798345625,-0.578736200419738,0.00222917562724014,0.0062341935483871,3.58584229390681e-05,1.09001433691756e-05,2.75232974910395e-06,3,742.91991493027
BH-00385,BH-00385,5,Barthe,Freshwater,-8.03382365,-0.727569002259639,0.0021421146953405,0.00619928315412186,3.46706093189964e-05,9.95e-06,5.67910394265233e-06,4,777.839315025925
BH-00385,BH-00385,5,Barthe,Freshwater,-7.929547575,-0.609091964580503,0.00227225806451613,0.00568121863799283,3.39663082437276e-05,8.82254480286738e-06,6.25659498207885e-06,4,812.759497022336
BH-00385,BH-00385,5,Barthe,Freshwater,-7.79132115,-0.476368856654926,0.00244394265232975,0.00734756272401434,3.67354838709678e-05,8.62480286738352e-06,4.95132616487454e-06,4,812.759497022336
BH-00385,BH-00385,5,Barthe,Freshwater,,,0.00268501792114695,0.00822075268817204,4.83853046594982e-05,1.06453046594982e-05,3.56143369175627e-06,4,862.707945946947
BH-00385,BH-00385,5,Barthe,Freshwater,,,0.00238899641577061,0.00791333333333333,4.49673835125448e-05,8.9500358422939e-06,4.91293906810036e-06,4,913.632858428373
BH-00385,BH-00385,5,Barthe,Freshwater,,,0.00222093189964158,0.00654129032258064,4.35756272401434e-05,8.3068458781362e-06,4.7741541218638e-06,5,963.352998645875
BH-00385,BH-00385,5,Barthe,Freshwater,,,0.00212480286738351,0.00608856630824373,3.99329749103943e-05,7.76537634408602e-06,7.36068100358423e-06,5,1013.08291862019
BH-00385,BH-00385,5,Barthe,Freshwater,,,0.00216154121863799,0.00622885304659499,5.22494623655914e-05,7.77154121863799e-06,6.26415770609318e-06,5,1062.82124555355
BH-00385,BH-00385,5,Barthe,Freshwater,,,0.00195584229390681,0.00629573476702508,3.88329749103942e-05,8.56917562724014e-06,4.60681003584229e-06,5,1112.56685192396
BH-00385,BH-00385,5,Barthe,Freshwater,,,0.00234444444444444,0.00634888888888889,3.97222222222222e-05,9.72111111111111e-06,2.06744444444444e-06,6,1162.31880308287
BH-00391,BH-00391,9,Barthe,Freshwater,-7.9647104375,-0.119689571567755,0.00187888888888889,0.00703333333333333,7.54e-05,8.12333333333333e-06,4.57555555555556e-05,1,0
BH-00391,BH-00391,9,Barthe,Freshwater,-7.9186349625,-0.0317290233576756,0.00169621794871795,0.00669547008547009,7.49350427350427e-05,8.17649572649573e-06,3.36707264957265e-05,1,35.73513677
BH-00391,BH-00391,9,Barthe,Freshwater,-7.9283350625,-0.0300521261851804,0.00129247863247863,0.00660196581196581,6.19012820512821e-05,7.00564102564103e-06,2.10803418803419e-05,1,69.26037828
BH-00391,BH-00391,9,Barthe,Freshwater,-7.9380351625,-0.0723649815393263,0.00123450854700855,0.00719108974358974,4.44632478632479e-05,6.80583333333333e-06,2.23961538461539e-05,1,104.995238
BH-00391,BH-00391,9,Barthe,Freshwater,-7.9356101375,-0.100133633886434,0.00131752136752137,0.00696863247863248,4.06888888888889e-05,4.75213675213675e-06,1.5194358974359e-05,1,138.5207566
BH-00391,BH-00391,9,Barthe,Freshwater,-7.7658583875,0.0634409148996342,0.00134760683760684,0.00672070512820513,3.98668803418803e-05,4.4700641025641e-06,7.3975e-06,1,174.2555595
BH-00391,BH-00391,9,Barthe,Freshwater,-7.7682834125,0.0723749679757812,0.00130401709401709,0.00652380341880342,3.87470085470086e-05,5.90115384615385e-06,8.75794871794872e-06,1,208.0865205
BH-00391,BH-00391,9,Barthe,Freshwater,-7.9598603875,-0.107502466117452,0.00130143162393162,0.00642940170940171,4.34653846153846e-05,7.86747863247863e-06,2.06570512820513e-05,1,243.5159132
BH-00391,BH-00391,9,Barthe,Freshwater,-8.11142445,-0.246221142949641,0.00132948717948718,0.00648384615384615,4.80179487179487e-05,6.62042735042735e-06,2.88521367521368e-05,1,277.3463539
BH-00391,BH-00391,9,Barthe,Freshwater,-8.22782565,-0.368121876519851,0.00154698717948718,0.00628173076923077,4.57051282051282e-05,7.01126068376068e-06,2.99185897435897e-05,1,312.7762779
BH-00391,BH-00391,9,Barthe,Freshwater,-8.2120629875,-0.349682752628898,0.00172025641025641,0.00669380341880342,4.49623931623932e-05,8.18970085470085e-06,2.12397435897436e-05,1,346.606405
BH-00391,BH-00391,9,Barthe,Freshwater,-7.9477352625,-0.0974748527954738,0.00163055555555556,0.00695183760683761,5.10108974358974e-05,7.69942307692308e-06,1.55720085470086e-05,1,382.0366475
BH-00391,BH-00391,9,Barthe,Freshwater,-7.963497925,-0.141277643063251,0.00139854700854701,0.00747316239316239,4.37273504273504e-05,6.13897435897436e-06,9.60401709401709e-06,1,415.8665651
BH-00391,BH-00391,9,Barthe,Freshwater,-8.0398862125,-0.267168248730173,0.00119861111111111,0.00704166666666667,3.94583333333333e-05,5.20194444444444e-06,9.24277777777778e-06,2,451.6015943
BH-00391,BH-00391,9,Barthe,Freshwater,-8.1150619875,-0.399647664843699,0.00115055555555556,0.00727564102564103,4.20491452991453e-05,5.47380341880342e-06,5.95858974358974e-06,2,485.1267876
BH-00391,BH-00391,9,Barthe,Freshwater,-8.0180609875,-0.384305615912261,0.00113294017094017,0.00678352564102564,3.32677350427351e-05,5.62927350427351e-06,9.20089957264958e-06,2,520.8617859
BH-00391,BH-00391,9,Barthe,Freshwater,-8.00472335,-0.483730245318927,0.00140162393162393,0.00659444444444444,3.64811965811966e-05,6.01358974358974e-06,4.03546153846154e-06,2,554.3870489
BH-00391,BH-00391,9,Barthe,Freshwater,-7.585194025,-0.122851751676103,0.00151188034188034,0.00691831196581196,4.42427350427351e-05,7.25779914529914e-06,5.76506410256409e-06,2,590.1220213
BH-00391,BH-00391,9,Barthe,Freshwater,-7.6409696,-0.215646550723204,0.00187923076923077,0.00683918803418803,4.3248717948718e-05,6.7341452991453e-06,7.47807692307692e-06,2,624.5998719
BH-00391,BH-00391,9,Barthe,Freshwater,-8.021698525,-0.614900563329964,0.0019983547008547,0.00670275641025641,4.56583333333334e-05,7.28470085470085e-06,8.22303418803419e-06,3,659.3822867
BH-00391,BH-00391,9,Barthe,Freshwater,-8.1926627875,-0.795578605059573,0.00204786324786325,0.00682136752136752,4.59282051282051e-05,8.06230769230769e-06,7.55435897435898e-06,3,694.164966
BH-00391,BH-00391,9,Barthe,Freshwater,-8.3066389625,-0.9211924186335,0.00195025641025641,0.00601696581196581,4.79068376068376e-05,8.70301282051282e-06,8.93576923076923e-06,3,728.6425736
BH-00391,BH-00391,9,Barthe,Freshwater,-8.3781772,-1.02144519352748,0.00222166666666667,0.00615547008547009,4.2698717948718e-05,7.78217948717949e-06,7.65679487179488e-06,3,763.4251764
BH-00391,BH-00391,9,Barthe,Freshwater,-8.2096379625,-0.852795183431874,0.00261202991452991,0.00607628205128205,3.28525641025641e-05,5.87282051282051e-06,4.95612179487179e-06,3,797.9028763
